Reservoir,Reservoir_type,Year,Cyanobacteria_Max_cells/ml,logCyanoMax_cells/ml,Chlorophyll_a_ug/l,Secchi_cm,TP_ppb,P_dissolved_ppb,TKN_ppm,NH3_ppm,NOx_ppm,TOC_ppm,Alkalinity_ppm,NH36to8inflow_ppm,TKN6to8inflow_ppm,NOx6to8inflow_ppm,TP6to8inflow_ppb,TOC6to8inflow_ppm,Summer_precip_inches,Summer_precip_Z-score,mayST_Celsius,junST_Celsius,julST_Celsius,augST_Celsius,mayDO_mg/l,junDO_mg/l,mayDT_Celsius,junDT_Celsius,julDT_Celsius,augDT_Celsius
MNR,1,1995,22185.3,4.346,3.32,53.7,na,na,na,na,na,5.66,25.4,na,na,0.045,na,7.4,12.29,-0.105,18.43,24.94,26.89,30.34,5.44,1.47,14.39,16.3,17.8,18.82
MNR,1,1996,na,na,na,69.3,na,na,na,na,na,5.26,29.2,na,na,0.045,na,6.6,9.05,-0.856,17.56,22.92,26.29,27.83,6.48,2.81,13.83,14.99,16.34,17.51
MNR,1,1997,na,na,5.36,79.5,20.4,na,na,na,0.092,4.73,na,na,na,0.553,na,4,22.28,2.211,16.44,21.94,28.3,26.09,7.85,3.76,14.54,16.61,17.72,19.08
MNR,1,1998,2707.2,3.433,11.57,81,na,na,0.515,na,na,4.51,35.7,na,0.567,na,na,3.2,17.66,1.14,20.73,24.06,27.68,27.82,4.96,1.67,14.07,16.35,18.03,19.3
MNR,1,1999,2684,3.429,na,69,24,5,0.138,na,0.041,4.2,27,na,0.25,0.387,33.3,4.5,8.65,-0.948,19.83,25.73,28.29,27.04,4.98,1.57,14.57,17.06,18.12,20.03
MNR,1,2000,757.8,2.88,na,101.5,na,na,na,na,na,na,na,na,na,na,na,na,18.38,1.307,19.32,24.74,28,27.42,5.31,2.08,13.53,17.57,20.18,21.12
MNR,1,2001,945.9,2.976,na,87.3,na,na,na,na,na,na,na,na,na,na,na,na,15.72,0.691,20.43,23.69,27.57,28.48,3.68,1.21,13.98,16.33,18.08,19.64
MNR,1,2002,na,na,na,62.7,na,na,na,na,na,na,na,na,na,na,na,na,6.56,-1.433,17.17,25.64,29.05,28.06,7.73,2.55,14.19,15.65,16.07,17.8
MNR,1,2003,2501,3.398,na,115,na,na,na,na,na,na,na,na,na,na,na,na,16.58,0.89,18.01,22.74,27.03,27.97,5.77,2.63,14.28,16.95,19.59,20.86
MNR,1,2004,839.4,2.924,na,114.3,na,na,na,na,na,na,na,na,na,na,na,na,15.26,0.584,20.47,25.51,27.04,25.76,6.16,1.88,14.74,17.98,19.71,20.79
MNR,1,2005,20303.4,4.308,na,39,na,na,na,na,na,na,na,na,na,na,na,na,17.21,1.036,18.45,25.64,28.36,28.55,4.56,1.2,12.94,16.36,18,19.63
MNR,1,2006,5245.7,3.72,na,77.7,na,na,na,na,na,na,na,na,na,na,na,na,12.57,-0.04,18.13,25.78,28.57,28.27,4.36,1.34,13.19,15.76,17.98,19.32
MNR,1,2007,2843.5,3.454,na,84,na,na,0.379,0.018,0.008,2.96,33,0.26,0.696,0.038,17,4.7,8.56,-0.969,21.06,25.11,27.01,28.54,4.23,1.35,12.16,15.08,17.21,19.52
MNR,1,2008,3073.9,3.488,na,73,24,na,0.482,0.01,0.032,5.9,39.7,0,0.547,1.306,75.7,7.7,12.31,-0.1,16.93,na,27.04,27.33,7.39,na,13.16,na,16.73,18.16
MNR,1,2009,na,na,na,135.5,58.2,na,0.665,0.064,0.342,6.97,39.8,0.069,0.517,1.833,103.7,8.1,14.85,0.489,20.04,26.94,26.11,27.21,7.25,1.67,14.29,17.1,18.59,20.66
MNR,1,2010,657995.7,5.818,na,66,18,na,0.45,0.025,0.039,3.9,38,0,0.387,0.079,41.7,4.1,10.39,-0.545,19.82,27.2,29.06,29.55,4.79,1.68,14.93,17.52,19.99,20.77
MNR,1,2011,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.07,-1.083,na,na,na,na,na,na,na,na,na,na
MNR,1,2012,na,na,na,72,na,na,na,na,na,na,na,na,na,na,na,na,8.13,-1.069,na,na,na,25.69,na,na,na,na,na,21
MNR,1,2013,8628.3,3.936,na,126,20,na,0.725,0.011,0.117,5.01,40.5,0.081,0.895,0.44,36,6,9.27,-0.805,na,na,na,26.39,na,na,na,na,na,19.59
MNR,1,2014,324212.1,5.511,na,55,38.7,na,1.614,0.135,0.012,5.03,47.5,na,na,na,na,na,10.74,-0.464,na,na,na,29.28,na,na,na,na,na,18.62
MNR,1,2015,49067.8,4.691,3.62,87,30.3,na,1,0.168,0.148,7.36,32,0.177,1.6,0.172,58,12,14.52,0.412,na,na,26.56,27.13,na,na,na,na,19.29,21.32
MNR,1,2016,377326.8,5.577,2.83,65,63.1,na,0.621,0.105,0.255,9.17,33.7,0.095,0.968,0.442,101.7,10.3,21.44,2.017,19.04,26.75,26.82,28.64,5.12,1.61,13.38,15.91,17.44,20.48
MNR,1,2017,295307,5.47,8.11,84,25.9,9.1,0.632,0.086,0.003,6.42,42.6,0.137,0.357,0.304,44.3,3.8,14.26,0.352,18.51,25.33,27.71,26.95,6.05,0.96,14.82,16.63,20.34,20.58
MNR,1,2018,225231.6,5.353,12.24,102,47.1,26,0.631,0.129,0.003,7.01,40.1,0.156,0.77,0.222,59.3,5.2,12.41,-0.077,20.07,26.6,30.23,27.14,5.46,0.55,11.87,14.71,18.41,18.58
MSR,3,1987,na,na,20.75,54,9,9,0.325,0.05,3.625,3.5,146.8,0.1,0.45,2.1,256,7.5,19.06,1.048,na,na,na,na,na,na,na,na,na,na
MSR,3,1988,1209,3.082,11.31,60,85,14.4,0.567,0.075,3.75,3.5,148.2,0.1,0.8,1.8,145,4.5,7.16,-1.316,na,na,na,na,na,na,na,na,na,na
MSR,3,1989,na,na,6,18.5,69.4,32.6,0.56,0.15,3.3,3.8,134.2,0.3,0.55,4.55,77,4,12.83,-0.19,14.92,22.28,25.35,24.65,10.5,3.11,12.81,18.2,21.01,22.63
MSR,3,1990,na,na,10.5,na,na,na,na,na,na,na,na,na,na,na,na,na,17.92,0.821,14.13,20.15,24.07,23.88,8.25,5.59,12.79,18.17,20.46,21.23
MSR,3,1991,na,na,na,42,na,na,na,0.063,na,4.2,153.8,0,0.5,0.8,97.5,5,11.38,-0.478,18.74,25.35,27.1,23.6,7.43,0.69,13.38,17,18.53,19.22
MSR,3,1992,6024.6,3.78,7.93,36,5,5,1.55,0.05,4.55,7,88.1,0.05,1.3,2.85,92.5,6.5,13.25,-0.106,15.93,18.37,23.2,22.62,6.72,4.71,12.72,16.2,20.83,21.13
MSR,3,1993,11316.9,4.054,8.77,26.3,na,na,na,0.143,na,5.86,82.3,0.033,na,na,na,6.7,15.84,0.408,16.56,19.83,25.93,25.5,7.25,3.89,13.21,17.29,22.32,23.63
MSR,3,1994,na,na,8.93,38,na,na,na,na,na,11.67,na,na,na,na,na,13.5,16.2,0.48,16.96,24.69,25.34,na,6.4,2.13,13.52,16.14,18.46,na
MSR,3,1995,2733.3,3.437,15.89,48.3,na,na,na,na,na,9.83,120.4,na,na,3.77,na,12.3,9.87,-0.778,15.31,23.23,26.07,28.44,7.79,2.02,13.52,17.45,20.94,22.8
MSR,3,1996,na,na,na,42.7,na,na,na,na,na,7.37,125,na,na,4.26,na,5.8,11.88,-0.378,13.89,22.64,25.34,26.1,7.12,4.53,12.93,17.17,19.7,21.94
MSR,3,1997,na,na,9.83,55.3,na,na,na,na,2.325,8.52,na,na,na,0.599,na,12.3,12.74,-0.208,13.32,20.27,26.32,25.49,8.76,3.86,12.29,15.97,20.18,21.53
MSR,3,1998,1807.9,3.257,18.67,43,na,na,0.567,na,na,5.7,110,na,0.8,na,na,7.3,30.62,3.344,21.38,22.75,27.18,26.09,7.68,1.55,14.51,19.18,22.72,22.73
MSR,3,1999,2092.9,3.321,na,46.7,20,10.83333333,0.7,na,3.2,5.32,120,na,1.1,1.1,155,4.8,6.03,-1.54,18.26,23.43,27.41,25.96,5.27,1.85,13.56,18.54,20.03,21.02
MSR,3,2000,4365,3.64,na,32.3,na,na,na,na,na,na,na,na,na,na,na,na,11.94,-0.366,18.67,21.99,24.91,25.3,5.77,2.88,15.06,19.85,23.41,23.95
MSR,3,2001,2345.6,3.37,na,30.5,na,na,na,na,na,na,na,na,na,na,na,na,9.97,-0.758,17.71,24.45,28.09,27.05,5.32,3.57,13.21,15.84,21.23,22.4
MSR,3,2002,1113.2,3.047,na,32,na,na,na,na,na,na,na,na,na,na,na,na,5.52,-1.642,12.05,23.35,27.53,26.74,6.69,2.36,11.71,19.26,22.61,23.82
MSR,3,2003,362.5,2.559,na,54,na,na,na,na,na,na,na,na,na,na,na,na,18.69,0.974,17.23,22.31,25.6,25.51,8.82,4.55,15.75,19.5,22.27,22.97
MSR,3,2004,10180.8,4.008,na,26,na,na,na,na,na,na,na,na,na,na,na,na,15.82,0.404,18.91,22.75,25.11,24.27,3.73,3.37,16.18,21.94,23.23,23.07
MSR,3,2005,7298.2,3.863,na,60,na,na,na,na,na,na,na,na,na,na,na,na,10.13,-0.726,14.9,25.87,27.97,28.65,6.46,0.82,11.5,15.08,18.34,18.94
MSR,3,2006,14670.9,4.166,na,39,134.3,na,1.093,na,1.73,5.4,135.7,na,0.83,1.6,300,4.2,12.43,-0.269,17.05,24.45,26.28,26.04,6.92,1.45,14.57,18.48,22.75,23.73
MSR,3,2007,21055.5,4.323,na,42,na,na,na,na,na,na,na,0,0.305,2.126,78,3.8,14.98,0.237,20.12,23.89,25.86,27.08,3.7,0.93,14.03,16.35,18.45,20.59
MSR,3,2008,43463,4.638,na,37,56.3,na,0.904,0.058,2.598,17.2,152.5,0.014,1.285,0.175,560,18.5,10.54,-0.645,15.7,21.3,25.46,25.76,5.49,2.33,13.94,19.41,22.9,23.92
MSR,3,2009,na,na,na,38.5,118.6,na,0.969,0.118,10.3,16.9,160,0.068,0.728,5.125,275,16,10.7,-0.613,18.22,24.01,24.33,25,6.42,1.55,15.5,18.6,20.56,22.03
MSR,3,2010,38449.8,4.585,na,14.5,94.6,na,2.004,0.025,1.657,5.68,116.2,0.085,1.1,2.8,140,4,17.07,0.652,17.81,26.32,28.42,27.7,5.05,3.17,15.86,20.79,23.93,25.14
MSR,3,2011,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,14.34,0.11,na,na,na,na,na,na,na,na,na,na
MSR,3,2012,12167.8,4.085,9.15,35,98.8,na,1.7,0.183,2.513,2.35,183.3,0.11,2.4,12,240,6.5,9.72,-0.807,na,23.36,na,na,na,1.53,na,19.64,na,na
MSR,3,2013,242895,5.385,na,38,31.4,na,0.964,0.044,0.914,5.36,170,na,na,na,na,na,10.86,-0.581,na,na,na,na,na,na,na,na,na,na
MSR,3,2014,111482.9,5.047,na,32,114.2,na,1.85,0.141,0.858,6.18,142.8,na,na,na,na,na,11.13,-0.527,na,na,na,na,na,na,na,na,na,na
MSR,3,2015,36262.2,4.559,3.22,51,30.2,na,1.68,0.344,0.279,5.64,186,0.226,2.7,1.14,117,5,22.03,1.638,na,na,na,23.99,na,na,na,na,na,22.93
MSR,3,2016,618491.5,5.791,13.11,47,68.8,na,0.73,0.136,0.21,6.64,141,0.231,0.974,1.14,188,6.8,12.64,-0.227,16.9,24.5,27.26,26.14,6.19,1.9,12.59,16.97,20.21,21.31
MSR,3,2017,2158500,6.334,24,24,23,50.55,1.057,0.106,3.649,8.97,na,0.084,0.51,3.48,96,5.2,18.72,0.98,na,22.84,26.37,25.04,na,3.55,na,19.72,22.66,23.57
MSR,3,2018,701070.2,5.846,14.43,58,158.8,93.3,0.929,0.156,1.067,6.65,131.3,0.155,1.27,1.66,345,11,19.11,1.058,19.67,23.29,26.82,26.44,7.25,2.87,11.71,19.55,22.5,24.04
NRR,3,1987,na,na,7.2,na,5,5,0.05,0.05,0.75,2,86.5,0,0.225,1.5,96.8,2.4,10.99,-0.416,na,na,na,na,na,na,na,na,na,na
NRR,3,1988,124.3,2.094,2.2,144,5,52.5,0.2,0.05,1.467,1,112,0.1,0.2,1.45,96,0.8,11.77,-0.202,na,na,na,na,na,na,na,na,na,na
NRR,3,1989,na,na,4.5,96,13.7,17,0.3,0.05,0.4,1.67,119.5,0,0.175,1.5,68.3,2.1,12.79,0.078,19.58,24.89,26.87,27.42,4.31,1.63,10.28,11.98,15.12,17.24
NRR,3,1990,na,na,2.83,114,99.9,29,0.168,0.081,0.65,3.06,120.6,0.05,0.217,1.517,125.5,1.5,10.05,-0.674,17.21,24.35,27.4,27.44,5.73,2.68,9.8,14.01,14.15,14.95
NRR,3,1991,na,na,na,131,25.3,11.66666667,0.2,0.05,0.8,2.33,88.5,0,0.35,1.35,61,3.8,8.96,-0.973,21.88,27.04,29.45,27.96,5.18,2.28,11.43,12.56,12.69,13.75
NRR,3,1992,7673.6,3.885,9.1,65.3,188,76,0.4,0.075,0.5,5.78,69.5,0.083,na,2.65,163.3,5.5,16.54,1.106,20.27,23.83,26.5,26.12,3.73,0.5,11.27,14.39,17.49,19.86
NRR,3,1993,5311.2,3.725,4.92,48,na,na,na,na,na,na,112.7,na,na,na,na,na,12.35,-0.043,20.43,25.11,29.06,28.59,4.51,1.14,9.7,11.22,12.37,12.75
NRR,3,1994,na,na,6.52,87.3,na,na,na,na,na,9.86,na,na,na,na,na,5.8,7.92,-1.258,18.84,25.28,27.21,24.94,4.04,1.1,12.38,12.73,13.25,13.08
NRR,3,1995,12890.8,4.11,14.37,88,na,na,na,na,na,6.6,76.8,na,na,1.429,na,8.8,10.36,-0.589,17.45,23.95,26.15,27.42,3.17,0.71,10.69,14.87,15.17,15.79
NRR,3,1996,na,na,na,64.7,na,na,na,na,na,4,79.2,na,na,1.478,na,3,13.75,0.341,17.9,23.17,24.8,24.98,5.61,1.58,11.39,14.29,15.18,16.08
NRR,3,1997,na,na,9.76,50,10.3,na,na,na,1.416,4.47,na,0.079,na,1.961,na,5.8,12.12,-0.106,14.26,19.75,25.23,22.53,4.64,2.22,10.07,11.71,13.52,13.34
NRR,3,1998,1616.7,3.209,8.48,82.3,na,na,0.125,na,na,3.42,68,0.12,0.75,na,na,4.2,12.92,0.113,17.45,21.46,23.59,22.71,5.6,1.2,8.86,12.23,13.79,14.44
NRR,3,1999,382.3,2.582,na,75,5.8,6.666666667,0.3,na,0.765,2.5,90,0.067,0.44,1.54,107.5,3.4,8.86,-1,22.39,26.55,29.32,28.32,5.75,2.95,9.6,10.94,11.47,12.49
NRR,3,2000,860.4,2.935,na,na,na,na,na,na,na,na,na,na,na,na,na,na,11.03,-0.405,20.65,25.93,27.74,27.67,3.68,1.98,12.76,14.33,15.47,16.69
NRR,3,2001,1194.3,3.077,na,96,na,na,na,na,na,na,na,na,na,na,na,na,13.6,0.3,22.68,25.39,28,28.69,3.17,2.03,10.8,11.78,12.37,13.61
NRR,3,2002,na,na,na,61.7,na,na,na,na,na,na,na,na,na,na,na,na,9.91,-0.712,19.44,26.62,29.48,28.81,3.37,0.89,15.62,15.93,16,16.49
NRR,3,2003,3939.6,3.595,na,48,na,na,na,na,na,na,na,na,na,na,na,na,16.82,1.183,21.1,23.98,28.01,28.79,2.52,0.2,15.38,17.43,18.17,19.11
NRR,3,2004,34053.5,4.532,na,41.3,na,na,na,na,na,na,na,na,na,na,na,na,10.48,-0.556,21.69,26.24,27.73,26.44,2.84,0.67,13.44,18.94,19.33,21.01
NRR,3,2005,3080,3.489,na,108,na,na,na,na,na,na,na,na,na,na,na,na,16.35,1.054,20.56,26.63,28.89,29.3,3.5,0.41,11.87,13.11,13.65,14.14
NRR,3,2006,616,2.79,na,62.5,16.3,na,1.238,na,0.434,3.35,72.2,na,0.543,1.908,110,2.3,11.29,-0.334,20.47,26.39,28.75,28.56,4,1.31,11.49,17.64,18.99,19.72
NRR,3,2007,1776.9,3.25,na,132,na,na,0.165,0.018,0.736,2.45,97,0,0.075,2.296,85.5,2.4,7.42,-1.395,22.23,26.09,27.48,28.74,3.2,2.02,11.47,12.66,13.54,14.55
NRR,3,2008,30082.1,4.478,na,na,1.9,na,na,0.021,0.078,9.85,95.8,na,na,na,na,na,7.91,-1.261,18.75,26.24,27.05,27.79,4.92,0.96,14.71,15.73,16.53,17.03
NRR,3,2009,na,na,na,75,23.9,na,0.735,0.084,2.895,9.42,88.5,0.066,0.769,10.063,151.5,12.6,15.88,0.925,20.56,26.92,26.95,26.82,5.34,0.81,15.86,18.14,20.1,21.33
NRR,3,2010,22885.1,4.36,na,116,na,na,na,na,na,na,na,na,na,na,na,na,12.34,-0.046,21.56,27.93,29.17,29.53,4.99,0.82,14.96,17.81,18.33,18.98
NRR,3,2011,219448.3,5.341,na,39,30.5,na,0.75,0.034,0.576,6.7,101.4,0,0.21,2.4,31.5,1.2,8.59,-1.074,na,26.19,na,na,na,0.14,na,16.41,na,na
NRR,3,2012,79974.5,4.903,na,107,na,na,na,na,na,na,na,na,na,na,na,na,11.86,-0.177,na,na,na,na,na,na,na,na,na,na
NRR,3,2013,342017.7,5.534,na,47,10.3,na,0.513,0.011,1.4,3.93,85,0,0.2,2.15,63.5,1.2,20.37,2.157,na,na,na,26.92,na,na,na,na,na,na
NRR,3,2014,165649.3,5.219,na,108,7.7,na,1.5,0.07,0.458,3.2,na,0.087,0.9,2.74,100,2.9,10.6,-0.523,na,na,na,26.78,na,na,na,na,na,17.72
NRR,3,2015,435063.9,5.639,4.16,62,21.4,na,0.867,0.143,0.217,3.78,77.5,0.193,0.975,2.273,99.3,3.5,19.53,1.927,na,26.88,na,27.65,na,0.46,na,15.55,na,21.78
NRR,3,2016,331181.9,5.52,6.38,75,12,na,0.473,0.092,0.168,4.88,87.3,na,na,na,na,na,21.29,2.409,21.24,26.1,29.16,29.59,4.11,2.47,14.84,17.26,19.77,22.62
NRR,3,2017,1959184.7,6.292,7.49,60,30.8,2,0.502,0.135,0.155,4.73,77.9,0.131,0.245,1.887,83.5,3.4,9.78,-0.748,20.6,25.29,29.24,27.76,3.77,1.55,14.02,17.83,21.27,22.07
NRR,3,2018,605694.7,5.782,16.14,75,45.4,31.4,0.411,0.148,0.363,3.89,92.1,0.151,0.33,1.9,117.5,2.1,15.78,0.898,22.26,27.38,29.34,28.49,6.44,3.16,13.3,17.89,22.04,22.2
PRR,1,1987,na,na,4.9,120,9,8,0.163,0.063,0.1,1.75,68.3,0.25,0.3,0.2,17.5,3,8.36,-1.017,na,na,na,na,na,na,na,na,na,na
PRR,1,1988,na,na,3.11,165,56.7,35,0.375,0.05,0.1,2.75,64.5,0,0.45,0.2,41.5,3.5,7.91,-1.138,na,na,na,na,na,na,na,na,na,na
PRR,1,1989,na,na,1.71,171,11.4,6,0.26,0.14,0.2,2,56.3,0.15,0.15,0.8,13,2,13.59,0.385,17.44,24.14,27.33,26.97,7.37,2.32,11.5,13.29,14.72,15.34
PRR,1,1990,na,na,1.75,96,na,na,na,na,na,na,na,na,na,na,na,na,16.45,1.152,16.83,23.21,27.33,26.28,8.07,3.78,12.46,15.17,16.23,16.88
PRR,1,1991,na,na,na,124,na,na,na,0.05,na,na,87,0,0.6,0.175,5,8,7.07,-1.363,22,27.23,30.08,26.9,7.16,2.75,13.29,13.91,15.47,16.5
PRR,1,1992,58280.8,4.766,1.52,130,53.3,20,na,0.138,na,4.67,55,0,na,0.05,na,5,8.88,-0.878,18,24.14,27.19,25.41,8.75,5.42,11.7,13.28,14.88,16.55
PRR,1,1993,5445,3.736,2.27,123.3,na,42,na,na,na,na,47.2,na,na,na,na,na,11.52,-0.17,17.14,25.91,30.76,28.27,8.76,4.43,12.23,14.24,14.77,16.32
PRR,1,1994,na,na,2.08,89.7,na,na,na,na,na,6.4,na,na,na,na,na,12.7,6.79,-1.438,18.87,24.93,27.74,27.62,4.83,2.62,14.16,14.81,16.7,17.13
PRR,1,1995,370.2,2.568,na,189,na,na,na,na,na,5.4,55,na,na,na,na,7.3,16.13,1.066,20.31,25.47,27.35,30.65,5.4,1.71,15.22,16.17,17.16,17.18
PRR,1,1996,na,na,na,85,na,na,na,na,0.253,4.3,48.5,na,na,0.194,na,3.3,13.61,0.39,17.73,25.12,27.48,27.32,7.2,2.4,14.13,15.26,15.14,15.34
PRR,1,1997,na,na,4.86,75.8,na,na,0.02,na,0.069,4.48,na,na,na,0.125,na,6.6,10.59,-0.419,16.85,23.5,28.11,25.77,4.86,1.92,14.34,15.95,15.98,17.09
PRR,1,1998,1692.2,3.228,6.31,82,na,na,0.6,na,na,3.08,51.5,na,0.3,na,na,2,14.1,0.522,23.05,24.61,28.07,27.95,8.46,2.05,14.43,15.64,17.4,17.58
PRR,1,1999,1604.5,3.205,na,92,15.4,6.25,0.186,na,0.088,3.49,53.5,na,0.05,0.76,12.5,3.2,10.65,-0.403,20.15,24.81,29.64,27.65,3.08,1.34,13.92,15.42,17.06,17.27
PRR,1,2000,1348.9,3.13,na,63,na,na,na,na,na,na,na,na,na,na,na,na,17.54,1.444,20.35,25.08,28.14,27.32,5.19,2.3,13.97,15.76,17.56,17.64
PRR,1,2001,na,na,na,78.7,na,na,na,na,na,na,na,na,na,na,na,na,13.39,0.331,22.3,25.58,28.35,28.21,3.54,1.57,14.57,15.98,17.2,18.08
PRR,1,2002,2535.2,3.404,na,75,na,na,na,na,na,na,na,na,na,na,na,na,6.8,-1.436,19.5,27.4,29.62,28.17,4.72,1.38,15.27,15.6,16.55,17.43
PRR,1,2003,920.8,2.964,na,102.7,na,na,na,na,na,na,na,na,na,na,na,na,11.57,-0.157,18.96,23.11,28.04,28.35,4.05,1.84,14.82,16.18,17.03,17.89
PRR,1,2004,3917.8,3.593,na,87.8,na,na,na,na,na,na,na,na,na,na,na,na,12.32,0.045,21.82,26.08,27.48,26.57,3.49,1,14.29,15.41,15.93,16.67
PRR,1,2005,1050.8,3.022,na,77,na,na,na,na,na,na,na,na,na,na,na,na,10.84,-0.352,20.07,26.21,28.67,28.41,5.61,1.4,12.78,14.22,16.53,16.48
PRR,1,2006,4073,3.61,na,71.7,na,na,na,na,na,na,na,na,na,na,na,na,18.63,1.736,18.83,25.99,28.6,29.11,4.76,1.18,14.29,14.89,16.34,17.04
PRR,1,2007,4473.9,3.651,na,72,na,na,0.344,0.018,0.008,3.25,60,0,0.391,0.008,9,4.2,7.91,-1.138,21.24,25.9,27.46,28.86,4.08,1.82,11.78,13.11,14.68,16.06
PRR,1,2008,22251.9,4.347,na,na,26.7,na,0.187,0.044,0.017,8.44,71.1,0.024,0.41,0.2,19.5,15,9.44,-0.728,17.42,25.7,27.11,27.91,5.88,1.69,13.42,14.64,15.25,15.34
PRR,1,2009,na,na,na,61,31.1,na,0.711,0.052,0.065,7.84,na,0.088,0.55,0.31,49,12,19.4,1.943,20.16,26.81,25.56,27.78,4.44,1.05,14.46,15.69,16.54,18.13
PRR,1,2010,62844.4,4.798,na,74,7.9,na,0.3,0.025,0.052,3.1,66,0,0.14,0.26,13,3.3,10.72,-0.384,23.1,29.94,31.83,32.56,3.88,1.89,15.73,17,18.14,19.49
PRR,1,2011,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,12.7,0.146,na,na,na,na,na,na,na,na,na,na
PRR,1,2012,28325,4.452,na,49,2.6,na,0.738,0.079,na,2.76,67.9,na,na,na,na,na,8.04,-1.103,na,na,na,na,na,na,na,na,na,na
PRR,1,2013,64114.2,4.807,na,145,11.6,na,0.472,0.011,0.24,3.98,92,na,na,na,na,na,11.4,-0.202,na,na,na,27.31,na,na,na,na,na,18.3
PRR,1,2014,407748.2,5.61,na,60,35.7,na,1.45,0.241,0.006,5.3,58.2,na,na,na,na,na,10.33,-0.489,na,na,na,30.27,na,na,na,na,na,18.23
PRR,1,2015,227854.1,5.358,7.3,58,3.2,na,1.183,0.135,0.059,3.82,59.4,0.076,0.6,0.397,2,2,19.72,2.029,na,na,26.23,26.64,na,na,na,na,15.95,16.28
PRR,1,2016,396775.4,5.599,3.28,84,27.9,na,0.336,0.082,0.04,4.68,66.7,na,na,na,na,na,12.46,0.082,17.25,27.32,29.24,30.78,4.7,1.2,12.53,13.6,15.52,17.61
PRR,1,2017,1385836.3,6.142,5.72,98,21.6,9.2,0.514,0.097,0.041,6.04,62.4,0.105,0.33,0.828,27,4.3,13.04,0.238,21.08,25.49,28.71,26.87,4.22,1.62,15.55,16.34,17.62,18.46
PRR,1,2018,556079.5,5.745,9.86,124,47.1,37.8,0.57,0.174,0.006,5.09,74.8,0.138,0.477,0.069,101,3.8,17.02,1.305,22.31,26.61,27.7,28.42,7.94,2.96,12.26,13.45,15.29,15.6
RRR,2,1987,na,na,8,78,16.5,12.5,0.2,0.05,0.15,2,85.5,0.2,0.45,0.725,92.8,4.5,7.28,-1.393,na,na,na,na,na,na,na,na,na,na
RRR,2,1988,na,na,12.8,84,50,139,0.4,0.2,1.02,0.83,92.5,0,0.25,0.45,50,0.5,12.94,0.323,na,na,na,na,na,na,na,na,na,na
RRR,2,1989,na,na,8,45,5,26,0.5,0.4,0.1,3.5,65.5,0.15,0.3,1.025,79.5,3.8,13.4,0.463,18.93,25.94,28.29,27.64,3.45,0.58,10.68,14.84,19.45,19.84
RRR,2,1990,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,10.87,-0.305,17.4,24.91,27.47,27.31,4.94,0.93,12.03,15.54,15.8,15.87
RRR,2,1991,na,na,na,72,na,na,na,0.05,na,na,na,0.025,0.163,0.55,17,5.5,5.74,-1.86,22.45,27.4,30.09,27.43,na,1.54,12.6,14.43,16.37,17.25
RRR,2,1992,9727.2,3.988,7.37,68.3,70,102.5,na,0.05,na,7.25,33.8,0.075,na,1.25,155,6.5,12.87,0.302,19.7,23.18,28.28,26.52,3.85,0.74,10.19,12.66,14.7,18.86
RRR,2,1993,3960,3.598,7.96,72,na,na,na,0.083,na,4,77,0.1,na,na,na,3.7,10.36,-0.459,20.79,27.19,na,28.58,5.87,1.44,11.5,15.19,na,17.1
RRR,2,1994,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7.8,7.58,-1.302,20.48,26.67,28.5,26.78,2.9,0.27,13.21,14.38,16.25,16.69
RRR,2,1995,111.4,2.047,13.75,62,na,na,na,na,na,8.7,28,na,na,na,na,9.7,12.48,0.184,20.63,25.78,28.89,30.19,0.33,0.32,15.51,16.41,17.95,19.07
RRR,2,1996,na,na,na,na,na,na,na,na,na,5.26,80,na,na,1.045,na,4.3,11.14,-0.223,21.21,26.6,28.62,27.76,5.88,0.84,14.46,16.92,18.02,19.25
RRR,2,1997,na,na,13.8,44,na,na,na,na,0.03,5.21,na,na,na,0.504,na,5.1,9.35,-0.766,18.58,23.51,28.8,26.73,3.68,1.29,13.67,15.83,16.76,17.39
RRR,2,1998,1669.6,3.223,15.2,84,na,na,0.05,na,na,4.5,79,na,0.075,na,na,3.2,13.19,0.399,22.18,26.9,28.53,28.7,3.81,0.69,13.79,16.1,18.75,19.84
RRR,2,1999,249.7,2.397,na,na,15,5,0.05,na,0.175,4.05,78,na,0.175,0.555,23.3,2.6,7.59,-1.299,23.56,26.88,29.91,28.15,4.17,1.32,13.75,14.1,14.94,16.36
RRR,2,2000,570.1,2.756,na,66,na,na,na,na,na,na,na,na,na,na,na,na,15.72,1.166,20.31,26.73,28.08,28.24,2.73,1.71,13.4,14.6,15.35,18.53
RRR,2,2001,6799.6,3.832,na,64.3,na,na,na,na,na,na,na,na,na,na,na,na,15.37,1.06,23.36,25.64,28.25,29.24,-0.49,0.84,12.54,14.86,15.37,17.53
RRR,2,2002,na,na,na,77.3,na,na,na,na,na,na,na,na,na,na,na,na,11.48,-0.12,20.47,25.92,29.47,28.39,2.96,0.34,14.78,15.83,15.59,17.04
